NOMBRE;GRATUITO;FECHA;FECHA-FIN;HORA;NOMBRE-INSTALACION;latitude;longitude;DISTRITO
Pelcula. Doce aos de esclavitud;0;2015-08-14;2015-08-14;22:15;Centro Cultural Auditorio Parque El Paraiso (San Blas - Canillejas);40.42996840999023;-3.622184001035289;SAN BLAS-CANILLEJAS
Pelcula. El amanecer del planeta de los simios;1;2015-08-01;2015-08-01;22:00;Parque Emperatriz Mara de Austria;40.382311100280766;-3.7227552919050586;CARABANCHEL
Pelcula. El amanecer del planeta de los simios;1;2015-07-24;2015-07-24;22:00;Parque de la Peseta;40.364341448699825;-3.757402071835875;CARABANCHEL
Pelcula. El lobo de Wall Street;0;2015-07-24;2015-07-24;22:15;Centro Cultural Auditorio Parque El Paraiso (San Blas - Canillejas);40.42996840999023;-3.622184001035289;SAN BLAS-CANILLEJAS
Pelcula. El viento se levanta;0;2015-08-15;2015-08-15;22:15;Centro Cultural Auditorio Parque El Paraiso (San Blas - Canillejas);40.42996840999023;-3.622184001035289;SAN BLAS-CANILLEJAS
Pelcula. Futboln;0;2015-08-29;2015-08-29;22:15;Centro Cultural Auditorio Parque El Paraiso (San Blas - Canillejas);40.42996840999023;-3.622184001035289;SAN BLAS-CANILLEJAS
Pelcula. Gravity;0;2015-08-21;2015-08-21;22:15;Centro Cultural Auditorio Parque El Paraiso (San Blas - Canillejas);40.42996840999023;-3.622184001035289;SAN BLAS-CANILLEJAS
Pelcula. GRU2 mi villano favorito;1;2015-07-25;2015-07-25;22:30;Auditorio al aire libre. Parque Alcalde Carlos Arias;40.39266219561535;-3.759357093405809;LATINA
Pelcula. Her;0;2015-08-28;2015-08-28;22:15;Centro Cultural Auditorio Parque El Paraiso (San Blas - Canillejas);40.42996840999023;-3.622184001035289;SAN BLAS-CANILLEJAS
Pelcula. Invencible;1;2015-07-25;2015-07-25;22:00;Parque Emperatriz Mara de Austria;40.382311100280766;-3.7227552919050586;CARABANCHEL
Pelcula. Invencible;1;2015-08-14;2015-08-14;22:00;Parque de la Peseta;40.364341448699825;-3.757402071835875;CARABANCHEL
Pelcula. Kamikaze;1;2015-08-29;2015-08-29;22:00;Parque Emperatriz Mara de Austria;40.382311100280766;-3.7227552919050586;CARABANCHEL
Pelcula. Kamikaze;1;2015-08-07;2015-08-07;22:00;Parque de la Peseta;40.364341448699825;-3.757402071835875;CARABANCHEL
Pelcula. Las manos;0;2015-07-24;2015-07-26;00:00;Cineteca del Matadero Madrid;40.39241367848808;-3.697259467865366;ARGANZUELA
Pelcula. Magical girl;0;2015-08-31;2015-08-31;22:15;Centro Cultural Auditorio Parque El Paraiso (San Blas - Canillejas);40.42996840999023;-3.622184001035289;SAN BLAS-CANILLEJAS
Pelcula. Nebraska;0;2015-08-13;2015-08-13;22:15;Centro Cultural Auditorio Parque El Paraiso (San Blas - Canillejas);40.42996840999023;-3.622184001035289;SAN BLAS-CANILLEJAS
Pelcula. Noche en el museo 3;1;2015-07-31;2015-07-31;22:00;Parque de la Peseta;40.364341448699825;-3.757402071835875;CARABANCHEL
Pelcula. Ocho apellidos vascos;0;2015-07-25;2015-07-25;22:15;Centro Cultural Auditorio Parque El Paraiso (San Blas - Canillejas);40.42996840999023;-3.622184001035289;SAN BLAS-CANILLEJAS
Pelcula. The amazing Spiderman;1;2015-08-22;2015-08-22;22:00;Parque Emperatriz Mara de Austria;40.382311100280766;-3.7227552919050586;CARABANCHEL
Pelcula. The amazing Spiderman;1;2015-08-28;2015-08-28;22:00;Parque de la Peseta;40.364341448699825;-3.757402071835875;CARABANCHEL
Pelcula. Tres bodas de ms;0;2015-08-22;2015-08-22;22:15;Centro Cultural Auditorio Parque El Paraiso (San Blas - Canillejas);40.42996840999023;-3.622184001035289;SAN BLAS-CANILLEJAS
Pelcula. Vivir es fcil con los ojos cerrados;0;2015-08-08;2015-08-08;22:15;Centro Cultural Auditorio Parque El Paraiso (San Blas - Canillejas);40.42996840999023;-3.622184001035289;SAN BLAS-CANILLEJAS
Proyeccin para nios. El satlite dormiln.;0;2015-01-01;2015-09-20;11:30;Planetario de Madrid;40.39227092120195;-3.684968648157021;ARGANZUELA
Proyeccin para nios. En rbita con Lpez;0;2015-01-01;2015-09-20;00:00;Planetario de Madrid;40.39227092120195;-3.684968648157021;ARGANZUELA
Proyeccin. El cielo de una noche de verano;0;2015-06-20;2015-09-20;18:45;Planetario de Madrid;40.39227092120195;-3.684968648157021;ARGANZUELA
Proyeccin. Un oasis de vida: Por qu en la Tierra?;0;2015-01-01;2015-09-20;18:45;Planetario de Madrid;40.39227092120195;-3.684968648157021;ARGANZUELA
Senderismo siguiendo la tapia de la Casa de Campo;1;2015-09-27;2015-09-27;10:00;Centro de Educacin Ambiental de Casa de Campo;40.41789950036311;-3.7309390858931137;MONCLOA-ARAVACA
Taller de poesa;1;2015-01-13;2015-12-22;11:00;Biblioteca Pblica Municipal Ivn de Vargas (Centro);40.41410290844665;-3.7098591212735883;CENTRO
Taller infantil de verano 2015 en la Biblioteca Pblica Municipal ngel Gonzlez;1;2015-07-13;2015-07-24;10:00;Biblioteca Pblica Municipal Angel Gonzlez (Latina);40.397074625115906;-3.7664885474841556;LATINA
Taller infantil de verano 2015 en la Biblioteca Pblica Municipal Mara Zambrano;1;2015-07-13;2015-07-24;10:00;Biblioteca Pblica Municipal Mara Zambrano (Tetun);40.46903299144094;-3.6976620067964996;TETUAN
Taller infantil de verano 2015 en la Biblioteca Pblica Municipal San Blas;1;2015-07-13;2015-07-24;10:00;Biblioteca Pblica Municipal San Blas (San Blas-Canillejas);40.420231627534996;-3.6218113860909074;SAN BLAS-CANILLEJAS
Taller infantil sobre arquitectura. Ciudad soada;0;2015-10-24;2015-10-24;00:00;CentroCentro Cibeles de Cultura y Ciudadana. 5Cs;40.419011767401095;-3.692206111679657;RETIRO
Taller infantil sobre arquitectura. Escala. Medidas y dimensiones;0;2015-10-10;2015-10-10;00:00;CentroCentro Cibeles de Cultura y Ciudadana. 5Cs;40.419011767401095;-3.692206111679657;RETIRO
Taller infantil sobre arquitectura. Estructuras animales y vegetales;0;2015-10-03;2015-10-03;00:00;CentroCentro Cibeles de Cultura y Ciudadana. 5Cs;40.419011767401095;-3.692206111679657;RETIRO
Taller infantil sobre arquitectura. Introduccin a la arquitectura: Refugios;0;2015-09-28;2015-09-28;00:00;CentroCentro Cibeles de Cultura y Ciudadana. 5Cs;40.419011767401095;-3.692206111679657;RETIRO
Taller infantil sobre arquitectura. Luces y sombras. Diseo de espacios;0;2015-10-17;2015-10-17;00:00;CentroCentro Cibeles de Cultura y Ciudadana. 5Cs;40.419011767401095;-3.692206111679657;RETIRO
Talleres e intervenciones. Debajo del Sombrero;0;2014-09-01;2016-09-01;00:00;Intermediae Matadero Madrid;40.39241367848808;-3.697259467865366;ARGANZUELA
Talleres familiares:' Me divierto en familia'. Fabrica tu propio juego reciclado;1;2015-07-26;2015-07-26;12:00;Centro de Interpretacin de la Naturaleza Montecarmelo (Fuencarral - El Pardo);40.51337745339972;-3.6897406722711366;FUENCARRAL-EL PARDO
Teatro infantil. El rincn mgico de los sentidos;1;2015-07-04;2015-07-26;19:30;Jardines de El Buen Retiro;40.41964087412762;-3.68793370943788;RETIRO
Teatro y circo. Monti y Cia: Rhum;0;2015-09-19;2015-09-20;00:00;Teatro Circo Price;40.40596423138839;-3.698601359753866;ARGANZUELA
Teatro. Aicos;0;2015-07-23;2015-07-24;20:00;Matadero Madrid;40.39241367848808;-3.697259467865366;ARGANZUELA
Teatro. Cosas que se olvidan fcilmente;0;2015-07-21;2015-07-23;19:00;Matadero Madrid;40.39241367848808;-3.697259467865366;ARGANZUELA
Teatro. Ghost Opera;0;2015-07-24;2015-07-25;22:00;Matadero Madrid;40.39241367848808;-3.697259467865366;ARGANZUELA
Teatro. Invernadero (La Nada Verde);0;2015-07-23;2015-07-25;21:00;Matadero Madrid;40.39241367848808;-3.697259467865366;ARGANZUELA
Teatro. Madame Plaza;0;2015-07-24;2015-07-25;00:00;Matadero Madrid;40.39241367848808;-3.697259467865366;ARGANZUELA
Teatro. Nosotros no nos mataremos con pistolas;0;2015-07-21;2015-07-22;21:00;Matadero Madrid;40.39241367848808;-3.697259467865366;ARGANZUELA
Teatro. ltima transmisin;0;2015-07-21;2015-07-22;21:30;Matadero Madrid;40.39241367848808;-3.697259467865366;ARGANZUELA
Teatro. Un dios salvaje;0;2015-07-22;2015-07-24;19:00;Centro Cultural Buenavista (Salamanca);40.43200210571468;-3.6709293330780204;SALAMANCA
Teatro. Windermere Club;0;2015-09-08;2015-10-04;00:00;Fernn Gmez. Centro Cultural de la Villa;40.424926347610764;-3.6899208519663427;SALAMANCA
Teatro. Es lo que hay?;0;2015-07-22;2015-07-23;20:00;Matadero Madrid;40.39241367848808;-3.697259467865366;ARGANZUELA
Tteres. A cuenta gotas;1;2015-07-25;2015-07-25;00:00;Teatro Municipal de Tteres de el Retiro al Aire Libre;40.41878362561595;-3.6866519471003647;RETIRO
Tteres. El faro de los corazones extraviados;1;2015-08-23;2015-08-23;20:30;Teatro Municipal de Tteres de el Retiro al Aire Libre;40.41878362561595;-3.6866519471003647;RETIRO
Tteres. El Rey Volteretas;1;2015-08-22;2015-08-22;20:30;Teatro Municipal de Tteres de el Retiro al Aire Libre;40.41878362561595;-3.6866519471003647;RETIRO
Tteres. El sueo del Greco;1;2015-08-29;2015-08-29;20:30;Teatro Municipal de Tteres de el Retiro al Aire Libre;40.41878362561595;-3.6866519471003647;RETIRO
Tteres. En la boca del lobo;1;2015-07-26;2015-07-26;20:30;Teatro Municipal de Tteres de el Retiro al Aire Libre;40.41878362561595;-3.6866519471003647;RETIRO
Tteres. La risa de Alicia;1;2015-08-30;2015-08-30;20:30;Teatro Municipal de Tteres de el Retiro al Aire Libre;40.41878362561595;-3.6866519471003647;RETIRO
Tteres. Mago por casualidad;1;2015-08-15;2015-08-16;00:00;Teatro Municipal de Tteres de el Retiro al Aire Libre;40.41878362561595;-3.6866519471003647;RETIRO
Tteres. Momentos;1;2015-08-08;2015-08-09;00:00;Teatro Municipal de Tteres de el Retiro al Aire Libre;40.41878362561595;-3.6866519471003647;RETIRO
Tteres. Muestra de teatro de tteres para compaas y artistas emergentes;1;2015-08-29;2015-08-30;00:00;Teatro Municipal de Tteres de el Retiro al Aire Libre;40.41878362561595;-3.6866519471003647;RETIRO
Tteres. Pcaros de fbula;1;2015-08-01;2015-08-02;00:00;Teatro Municipal de Tteres de el Retiro al Aire Libre;40.41878362561595;-3.6866519471003647;RETIRO
Universal Music Festival. Caetano & Gil;0;2015-07-21;2015-07-21;21:30;Teatro Real;40.41830181868497;-3.7112116338969767;CENTRO
Visita guiada. Antn Martn y sus alrededores;0;2015-10-28;2015-10-28;10:00;Centro Sociocultural Lavapis (Centro);40.40966697102759;-3.701574291636879;CENTRO
Visita guiada. Del Campillo del Mundo Nuevo a Embajadores;0;2015-09-30;2015-09-30;10:00;Centro Sociocultural Lavapis (Centro);40.40966697102759;-3.701574291636879;CENTRO
Visita guiada. Del Hospital General a San Lorenzo y al Palacio de Perales;0;2015-10-14;2015-10-14;10:00;Centro Sociocultural Lavapis (Centro);40.40966697102759;-3.701574291636879;CENTRO
Visitas guiadas desde El Mirador Madrid en CentroCentro;0;2015-07-01;2015-08-02;00:00;CentroCentro Cibeles de Cultura y Ciudadana. 5Cs;40.419011767401095;-3.692206111679657;RETIRO
Visitas guiadas. Crimen y misterio en Madrid;0;2015-01-02;2015-12-25;00:00;Centro de Turismo Plaza Mayor;40.41583855082183;-3.7074257084323636;CENTRO
Visitas guiadas. Imagina Madrid;0;2015-01-03;2015-12-26;00:00;Centro de Turismo Plaza Mayor;40.41583855082183;-3.7074257084323636;CENTRO
Visitas guiadas. Leyendas, casas encantadas y fantasmas en la Villa y Corte;0;2015-01-03;2015-12-26;00:00;Centro de Turismo Plaza Mayor;40.41583855082183;-3.7074257084323636;CENTRO
Visitas guiadas. Madrid Imprescindible. Cervantes y el Barrio de las Letras;0;2015-01-01;2015-12-31;00:00;Centro de Turismo Plaza Mayor;40.41583855082183;-3.7074257084323636;CENTRO
Visitas guiadas. Madrid Imprescindible. De los Austrias a los Borbones;0;2015-01-01;2015-12-31;00:00;Centro de Turismo Plaza Mayor;40.41583855082183;-3.7074257084323636;CENTRO
Visitas guiadas. Madrid Imprescindible. Los Austrias y La Latina;0;2015-01-01;2015-12-31;00:00;Centro de Turismo Plaza Mayor;40.41583855082183;-3.7074257084323636;CENTRO
Visitas guiadas. Madrid Imprescindible. Los Borbones y el Paseo del Arte;0;2015-01-02;2015-12-26;00:00;Centro de Turismo Plaza Mayor;40.41583855082183;-3.7074257084323636;CENTRO
Visitas guiadas. Paseo del Arte imprescindible y el Retiro;0;2015-01-03;2015-12-27;00:00;Centro de Turismo Plaza Mayor;40.41583855082183;-3.7074257084323636;CENTRO
