location;latitude;longitude
Cine de verano. Pride;40.43629048801827;-3.6504213176387332
Cine de verano. Suite francesa;40.43629048801827;-3.6504213176387332
Cine de verano. Tomorrowland. El mundo del maana;40.43629048801827;-3.6504213176387332
Cine de verano. Viaje a Sils Maria;40.43629048801827;-3.6504213176387332
Cine: '8 Apellidos vascos';40.48390626699566;-3.687220746230517
Cine: 'Spiderman El Poder de Electra';40.48390626699566;-3.687220746230517
Concierto. Al.h;40.42027705095574;-3.621741078700336
Concierto. Buenavista Social Club;40.40596423138839;-3.698601359753866
Concierto. Ciclo de Otoo. Banda Sinfnica Municipal. 14 de octubre;40.41248331678507;-3.6991755805601443
Concierto. Ciclo de Otoo. Banda Sinfnica Municipal. 30 de septiembre;40.44615938706209;-3.6779448874160314
Concierto. Fekat Circus y Slum Drummers;40.40596423138839;-3.698601359753866
Concierto. Franco Battiato;40.40596423138839;-3.698601359753866
Concierto. La Unin;40.40596423138839;-3.698601359753866
Concierto. Najwajean;40.40596423138839;-3.698601359753866
Concierto. Pablo Milans;40.40596423138839;-3.698601359753866
Concierto. Programa Bandas al Fresco. Banda Sinfnica Municipal. 13 de septiembre;40.41964087412762;-3.68793370943788
Concierto. Programa Bandas al Fresco. Banda Sinfnica Municipal. 26 de julio;40.41964087412762;-3.68793370943788
Concierto. Programa Veranos de la Villa. Banda Sinfnica Municipal. 23 de julio;40.427938443518215;-3.710240346719518
Concierto. Programa Veranos de la Villa. Banda Sinfnica Municipal. 26 de julio;40.427938443518215;-3.710240346719518
Concierto. Raimundo Amador;40.40596423138839;-3.698601359753866
Concierto. Rosario;40.40596423138839;-3.698601359753866
Concierto. Royal Southern Brotherhood y Aurora and the Betrayers;40.40596423138839;-3.698601359753866
Concierto. Sly And Robbie Meet Peter Niels Molvaer;40.40596423138839;-3.698601359753866
Concierto. Sufjan Stevens;40.40596423138839;-3.698601359753866
Concierto. Wim Mertens;40.40596423138839;-3.698601359753866
Conferencia. Embajadores y Lavapis en el siglo XVIII;40.40966697102759;-3.701574291636879
Conferencia. Lavapis y Embajadores a comienzos del siglo XIX;40.40966697102759;-3.701574291636879
Conferencia. Reformas internas y ensanche de Madrid liberal;40.40966697102759;-3.701574291636879
Cuentos infantiles;40.42941133441142;-3.6416899839787695
Cuentos infantiles;40.433291625973624;-3.6105662311927453
Cuentos infantiles;40.3975850662447;-3.7207386328562357
Cuentos infantiles;40.41410290844665;-3.7098591212735883
Cuentos infantiles;40.397074625115906;-3.7664885474841556
Curso de mecnica bsica para bicicletas;40.39241367848808;-3.697259467865366
Danza. Gran Gala Tchaikovsky. Fernn Gmez;40.424926347610764;-3.6899208519663427
Exposicin audiovisual. Feminis-Arte III, videoarte de mujeres artistas desde perspectiva de gnero;40.419011767401095;-3.692206111679657
Exposicin Cervantes a la luz: imgenes del hallazgo.;40.42577054821346;-3.700845660719608
Exposicin de maletas ilustradas FLIC.;40.40971737692924;-3.6529822109115133
Exposicin de maletas ilustradas FLIC.;40.39597072367931;-3.7562716852987847
Exposicin de maletas ilustradas FLIC.;40.39330714657693;-3.6554041181586046
Exposicin de maletas ilustradas FLIC.;40.3975850662447;-3.7207386328562357
Exposicin de pintura. Tarde de primavera, de Antonia Menndez Maestre (Tetun);40.465092507464036;-3.693764134631911
Exposicin. 3-EN-UNO. Diseadores, productores, emprendedores;40.419011767401095;-3.692206111679657
Exposicin. 60 momentos pop del siglo XX;40.39241367848808;-3.697259467865366
Exposicin. Arquitecturas y espacios en la coleccin RAC;40.419011767401095;-3.692206111679657
Exposicin. Arte en el Universo;40.39227092120195;-3.684968648157021
Exposicin. Auroras Polares;40.39227092120195;-3.684968648157021
Exposicin. De la manzana a los agujeros negros;40.39227092120195;-3.684968648157021
Exposicin. Diseando 007. Talleres y visitas guiadas;40.424926347610764;-3.6899208519663427
Exposicin. Diseando 007: Cincuenta Aos de Estilo Bond;40.424926347610764;-3.6899208519663427
Exposicin. El Anillo. Jos Mara Snchez Garca Arquitectos;40.419011767401095;-3.692206111679657
Exposicin. Fin;40.419011767401095;-3.692206111679657
Exposicin. Godlewska pintura y escultura. Retrospectiva;40.41906024374356;-3.6840615387926956
Exposicin. La Agencia Espacial Europea en el Planetario de Madrid;40.39227092120195;-3.684968648157021
Exposicin. La ciudad en vietas. CentroCentro;40.419011767401095;-3.692206111679657
Exposicin. Las murallas de Madrid;40.412069631779325;-3.710874934826838
Exposicin. Los ngeles de Juani, de Juana Martn Ramrez. Centro Cultural Buenavista (Salamanca);40.43200210571468;-3.6709293330780204
Exposicin. Madrid 24 h. Un da en la vida de Madrid;40.419011767401095;-3.692206111679657
Exposicin. Paisajes de Marte;40.39227092120195;-3.684968648157021
Exposicin. Paradojas;40.43371190964793;-3.7104543597957758
Exposicin. Yuri Gagarin. El primer hombre en el espacio;40.39227092120195;-3.684968648157021
Lecturas dramatizadas. Shejit;40.39241367848808;-3.697259467865366
Msica. La plaza en verano;40.39241367848808;-3.697259467865366
Msica. Mostaza Glvez;40.39241367848808;-3.697259467865366
Msica. October People;40.39241367848808;-3.697259467865366
Msica. Red Beard;40.39241367848808;-3.697259467865366
Obra de teatro. (aPnea);40.419011767401095;-3.692206111679657
Obra de teatro. (aPnea);40.419011767401095;-3.692206111679657
Obra de teatro. a taca;40.42027705095574;-3.621741078700336
Obra de teatro. El viajero perdido;40.419011767401095;-3.692206111679657
Obra de teatro. El viajero perdido;40.419011767401095;-3.692206111679657
Obra de teatro. Guernica 1913;40.42027705095574;-3.621741078700336
Obra de teatro. Juegos prohibidos;40.42027705095574;-3.621741078700336
Obra de teatro. Travesas;40.42027705095574;-3.621741078700336
Obra de teatro. Una mujer en la ventana;40.419011767401095;-3.692206111679657
Obra de teatro. Una mujer en la ventana;40.419011767401095;-3.692206111679657
Obra de teatro. Volver a verte;40.42027705095574;-3.621741078700336
Obra de treatro clsico. Hecuba;40.42027705095574;-3.621741078700336
Pelcula. 2 Francos, 40 pesetas;40.42996840999023;-3.622184001035289
Pelcula. Big eyes;40.382311100280766;-3.7227552919050586
Pelcula. Blue Jasmine;40.42996840999023;-3.622184001035289
Pelcula. Como entrenar a tu dragn;40.382311100280766;-3.7227552919050586
Pelcula. Como entrenar a tu dragn;40.364341448699825;-3.757402071835875
Pelcula. Doce aos de esclavitud;40.42996840999023;-3.622184001035289
Pelcula. El amanecer del planeta de los simios;40.382311100280766;-3.7227552919050586
Pelcula. El amanecer del planeta de los simios;40.364341448699825;-3.757402071835875
Pelcula. El lobo de Wall Street;40.42996840999023;-3.622184001035289
Pelcula. El viento se levanta;40.42996840999023;-3.622184001035289
Pelcula. Futboln;40.42996840999023;-3.622184001035289
Pelcula. Gravity;40.42996840999023;-3.622184001035289
Pelcula. GRU2 mi villano favorito;40.39266219561535;-3.759357093405809
Pelcula. Her;40.42996840999023;-3.622184001035289
Pelcula. Invencible;40.382311100280766;-3.7227552919050586
Pelcula. Invencible;40.364341448699825;-3.757402071835875
Pelcula. Kamikaze;40.382311100280766;-3.7227552919050586
Pelcula. Kamikaze;40.364341448699825;-3.757402071835875
Pelcula. Las manos;40.39241367848808;-3.697259467865366
Pelcula. Magical girl;40.42996840999023;-3.622184001035289
Pelcula. Nebraska;40.42996840999023;-3.622184001035289
Pelcula. Noche en el museo 3;40.364341448699825;-3.757402071835875
Pelcula. Ocho apellidos vascos;40.42996840999023;-3.622184001035289
Pelcula. The amazing Spiderman;40.382311100280766;-3.7227552919050586
Pelcula. The amazing Spiderman;40.364341448699825;-3.757402071835875
Pelcula. Tres bodas de ms;40.42996840999023;-3.622184001035289
Pelcula. Vivir es fcil con los ojos cerrados;40.42996840999023;-3.622184001035289
Proyeccin para nios. El satlite dormiln.;40.39227092120195;-3.684968648157021
Proyeccin para nios. En rbita con Lpez;40.39227092120195;-3.684968648157021
Proyeccin. El cielo de una noche de verano;40.39227092120195;-3.684968648157021
Proyeccin. Un oasis de vida: Por qu en la Tierra?;40.39227092120195;-3.684968648157021
Senderismo siguiendo la tapia de la Casa de Campo;40.41789950036311;-3.7309390858931137
Taller de poesa;40.41410290844665;-3.7098591212735883
Taller infantil de verano 2015 en la Biblioteca Pblica Municipal ngel Gonzlez;40.397074625115906;-3.7664885474841556
Taller infantil de verano 2015 en la Biblioteca Pblica Municipal Mara Zambrano;40.46903299144094;-3.6976620067964996
Taller infantil de verano 2015 en la Biblioteca Pblica Municipal San Blas;40.420231627534996;-3.6218113860909074
Taller infantil sobre arquitectura. Ciudad soada;40.419011767401095;-3.692206111679657
Taller infantil sobre arquitectura. Escala. Medidas y dimensiones;40.419011767401095;-3.692206111679657
Taller infantil sobre arquitectura. Estructuras animales y vegetales;40.419011767401095;-3.692206111679657
Taller infantil sobre arquitectura. Introduccin a la arquitectura: Refugios;40.419011767401095;-3.692206111679657
Taller infantil sobre arquitectura. Luces y sombras. Diseo de espacios;40.419011767401095;-3.692206111679657
Talleres e intervenciones. Debajo del Sombrero;40.39241367848808;-3.697259467865366
Talleres familiares:' Me divierto en familia'. Fabrica tu propio juego reciclado;40.51337745339972;-3.6897406722711366
Teatro infantil. El rincn mgico de los sentidos;40.41964087412762;-3.68793370943788
Teatro y circo. Monti y Cia: Rhum;40.40596423138839;-3.698601359753866
Teatro. Aicos;40.39241367848808;-3.697259467865366
Teatro. Cosas que se olvidan fcilmente;40.39241367848808;-3.697259467865366
Teatro. Ghost Opera;40.39241367848808;-3.697259467865366
Teatro. Invernadero (La Nada Verde);40.39241367848808;-3.697259467865366
Teatro. Madame Plaza;40.39241367848808;-3.697259467865366
Teatro. Nosotros no nos mataremos con pistolas;40.39241367848808;-3.697259467865366
Teatro. ltima transmisin;40.39241367848808;-3.697259467865366
Teatro. Un dios salvaje;40.43200210571468;-3.6709293330780204
Teatro. Windermere Club;40.424926347610764;-3.6899208519663427
Teatro. Es lo que hay?;40.39241367848808;-3.697259467865366
Tteres. A cuenta gotas;40.41878362561595;-3.6866519471003647
Tteres. El faro de los corazones extraviados;40.41878362561595;-3.6866519471003647
Tteres. El Rey Volteretas;40.41878362561595;-3.6866519471003647
Tteres. El sueo del Greco;40.41878362561595;-3.6866519471003647
Tteres. En la boca del lobo;40.41878362561595;-3.6866519471003647
Tteres. La risa de Alicia;40.41878362561595;-3.6866519471003647
Tteres. Mago por casualidad;40.41878362561595;-3.6866519471003647
Tteres. Momentos;40.41878362561595;-3.6866519471003647
Tteres. Muestra de teatro de tteres para compaas y artistas emergentes;40.41878362561595;-3.6866519471003647
Tteres. Pcaros de fbula;40.41878362561595;-3.6866519471003647
Universal Music Festival. Caetano & Gil;40.41830181868497;-3.7112116338969767
Visita guiada. Antn Martn y sus alrededores;40.40966697102759;-3.701574291636879
Visita guiada. Del Campillo del Mundo Nuevo a Embajadores;40.40966697102759;-3.701574291636879
Visita guiada. Del Hospital General a San Lorenzo y al Palacio de Perales;40.40966697102759;-3.701574291636879
Visitas guiadas desde El Mirador Madrid en CentroCentro;40.419011767401095;-3.692206111679657
Visitas guiadas. Crimen y misterio en Madrid;40.41583855082183;-3.7074257084323636
Visitas guiadas. Imagina Madrid;40.41583855082183;-3.7074257084323636
Visitas guiadas. Leyendas, casas encantadas y fantasmas en la Villa y Corte;40.41583855082183;-3.7074257084323636
Visitas guiadas. Madrid Imprescindible. Cervantes y el Barrio de las Letras;40.41583855082183;-3.7074257084323636
Visitas guiadas. Madrid Imprescindible. De los Austrias a los Borbones;40.41583855082183;-3.7074257084323636
Visitas guiadas. Madrid Imprescindible. Los Austrias y La Latina;40.41583855082183;-3.7074257084323636
Visitas guiadas. Madrid Imprescindible. Los Borbones y el Paseo del Arte;40.41583855082183;-3.7074257084323636
Visitas guiadas. Paseo del Arte imprescindible y el Retiro;40.41583855082183;-3.7074257084323636
